wavelength,wave_label,20041EW,20041err,20041label,Cernis52EW,Cernis52err,Cernis52label,23180EW,23180err,23180label,281159EW,281159err,281159label,23512EW,23512err,23512label,24534EW,24534err,24534label,24912EW,24912err,24912label,28482EW,28482err,28482label,37061EW,37061err,37061label,37903EW,37903err,37903label,43384EW,43384err,43384label,147084EW,147084err,147084label,147889EW,147889err,147889label,148579EW,148579err,148579label,166734EW,166734err,166734label,168625EW,168625err,168625label,175156EW,175156err,175156label,183143EW,183143err,183143label,190603EW,190603err,190603label,194279EW,194279err,194279label,CygOB25EW,CygOB25err,CygOB25label,CygOB212EW,CygOB212err,CygOB212label,204827EW,204827err,204827label,206267EW,206267err,206267label,223385EW,223385err,223385label
7544.56,7544,8.3,1.7,D,41.5,7.7,D,29.4,5,C,5.1,,L,3,,L,6.2,,L,24.9,3.9,D,17.1,,L,8.5,,L,25.5,5.1,D,6.7,,L,11.3,,L,5.4,,L,19.9,,L,13.7,,L,15.1,,L,13.2,1.7,D,13.5,2,D,18.3,,L,46.7,2.6,C,23.5,1.4,D,20.5,1.5,C,5.6,,L,4.6,,L,5.7,1.5,D
7553.75,7553,2.8,0.4,D,14.2,,L,4.1,,L,1.5,,L,1.2,,L,2.7,,L,3,,L,6.2,,L,2.4,,L,2.8,,L,3.8,,L,5.5,,L,4.1,,L,15.7,,L,3.7,0.9,D,15.6,,L,5.5,0.3,D,6.3,0.5,D,1.9,,L,11.2,,L,2.9,,L,4.6,,L,3.4,,L,4,1.1,D,2.8,,L
7557.88,7557,7.3,1.4,D,13.5,,L,,,R,4.3,0.9,D,6.2,0.6,D,4.8,,L,7.4,2,D,,,R,4.1,1,D,6.4,0.7,D,3.4,,L,12.4,3.3,D,3.3,,L,9.1,,L,19.2,2.2,D,20.8,3,D,2.4,,L,31.5,1.5,D,14.4,1.3,D,24.5,1.8,D,29.4,2,D,42.5,2,D,6.1,1.4,D,7.2,1.1,D,12.9,1.1,D
7559.43,7559,10.5,0.2,D,4.6,,L,,,R,10.1,0.8,D,6.2,0.4,D,3.3,0.6,D,6.5,0.6,D,,,R,5,0.3,D,3.6,0.3,D,8.1,0.3,D,7.8,1.3,D,1.4,,L,3,,L,28.4,0.3,D,26.8,2.5,D,2.2,0.4,D,41.6,1.6,D,12.5,0.3,D,20.4,1,D,26.8,0.7,D,32.9,0.9,D,6.6,0.2,D,5.9,0.3,D,11.1,0.2,D
7562.16,7562,51.2,1,D,13.4,,L,,,R,30.5,0.7,D,10.9,0.8,D,11,1.3,D,17.8,0.7,D,,,R,7.8,0.7,D,4.6,0.5,D,35.9,0.7,D,34.8,0.4,D,19.8,1.2,D,6.6,,L,107.4,1.2,D,111.7,3.9,D,12.9,0.6,D,105.2,0.3,D,68.8,1.5,D,64.8,2.7,D,136.7,1.2,D,115,1.2,D,35.4,0.9,D,35.5,1.8,D,64.3,1.4,D
7564.37,7564,5.3,0.5,D,6.5,,L,,,R,1.4,,L,1.9,0.4,D,1.1,,L,15.5,0.9,D,,,R,2.5,0.4,D,,,R,3.6,0.5,D,,,R,3.2,,L,5.6,,L,6,1.1,D,7.1,,L,1.6,,L,8.4,0.6,D,4.1,1.2,D,,,R,6.9,0.6,D,4.5,0.6,D,2.6,,L,4.3,0.9,D,2,,L
7566.99,7566,3.6,0.6,D,1.7,,L,1.8,,L,0.8,,L,1.1,,L,1.3,,L,1.7,,L,,,R,2.1,0.3,D,9,0.3,D,1.5,,L,,,R,0.7,,L,7.5,0.8,C,1.4,,L,1.9,,L,0.5,,L,2,0.2,D,3.7,0.4,D,,,R,2.5,0.6,D,9.8,0.7,D,1.5,,L,1.3,,L,1.3,,L
7568.05,7568,3.3,0.4,D,5.2,,L,5.1,0.8,C,1.2,,L,1.5,,L,2.6,,L,2,,L,,,R,,,R,6.2,0.9,D,4.1,0.6,D,,,R,2.1,,L,20.1,1.9,C,4.6,,L,2.7,0.8,D,3,,L,10.3,0.3,D,1.1,,L,,,R,5,1.4,D,21.9,0.9,D,1.6,,L,1.6,,L,2.5,,L
7570.32,7570,2,,L,5.6,,L,1.1,,L,1.5,,L,0.6,,L,1.6,,L,5.6,0.6,D,,,R,2.7,,L,1.9,,L,2.8,,L,9.1,,L,2.2,0.7,D,7.9,0.9,D,8.5,1.4,D,4,,L,2.4,,L,5.9,1,D,3,0.8,D,8.9,0.3,D,11.9,1.4,D,15.1,0.9,D,1.5,,L,2.5,,L,3.1,0.5,D
7571.68,7571,5.6,0.3,D,4.6,,L,1.5,,L,1.7,,L,1.3,,L,2.3,,L,3.5,0.7,D,,,R,2.7,,L,2.9,0.3,D,2.7,,L,12,2.8,C,1.8,,L,6.4,,L,3.4,0.6,D,,,R,2,,L,10.3,0.5,D,3.5,0.4,D,15.2,0.8,D,5.1,1.4,D,22.6,1,D,1.1,,L,1.8,,L,3.1,,L
7579.75,7579,,,R,6.6,,L,1.7,,L,8.4,0.8,D,4.9,0.9,D,1.5,,L,7.7,1.6,D,,,R,3.3,,L,5.9,0.9,D,5.5,1.3,D,4.8,1.5,D,6.8,0.6,D,6.3,,L,26,1.2,D,19.3,0.9,D,3.6,,L,21.2,0.8,D,18.8,1.3,D,10.8,1.1,D,26.4,1.5,D,27.9,0.8,D,5.1,0.6,D,4.2,0.3,D,17.9,0.8,D
7581.47,7581,,,R,12.8,,L,15.8,1.5,D,14.1,0.7,D,4.8,0.6,D,4.6,0.7,D,10,1.9,D,,,R,2.6,,L,9.1,2,D,13.2,1.4,D,45.8,1.6,C,19.9,1,D,18.2,1.9,D,49.2,0.8,D,53.1,1.7,D,10.4,1.1,C,28,0.9,D,27.9,1.9,D,42.2,0.9,D,61.5,1.9,D,58.5,1.3,D,14.6,0.5,D,13.9,0.5,D,19,0.7,D
7585.64,7585,5.4,0.8,D,7.2,,L,7.9,0.7,C,3.9,,L,2.3,,L,4.6,,L,7.2,,L,5.2,,L,5.1,,L,,,R,9.2,2.2,D,,,R,4.8,1.4,D,,,R,8.9,0.4,D,29,1.7,D,3.4,,L,13.8,1,D,13.2,0.9,D,9.5,1.1,C,13.9,1.1,D,32.5,1.9,D,2.2,0.6,D,4.3,0.6,D,2.6,,L
7696.03,7696,2.5,,L,3.3,,L,1.8,,L,2,,L,1.4,,L,2.4,,L,2.7,,L,5.2,,L,1.7,,L,1.2,,L,2.2,,L,,,R,2.5,0.6,D,4.8,,L,10.3,0.3,D,14.7,1.7,D,,,R,12.4,0.8,D,5.2,0.7,D,4.4,,L,17.9,0.9,D,10.1,0.7,D,3.2,0.6,D,4.7,0.5,D,5.9,0.5,D
7706.76,7706,5.1,0.7,D,3.4,,L,1.7,,L,2.5,,L,1.7,,L,1.6,0.4,D,1.5,0.2,D,3.9,,L,1.4,,L,2,,L,5.5,,L,3.5,,L,2.6,,L,5.7,,L,8.2,0.8,D,14.5,1.5,D,5.7,0.6,D,5.7,1.3,D,5.7,0.3,D,5.9,1.1,D,16.7,0.8,D,7,0.6,D,3.7,0.6,D,5.3,0.5,D,3.9,,L
7708.06,7708,7.2,0.3,D,2.3,,L,1.1,,L,1.3,,L,3.8,0.2,D,1.4,,L,2.1,0.3,D,7.6,,L,1.4,,L,2.2,,L,3.1,,L,3,,L,1.6,,L,4.5,,L,4.4,1.2,D,13.1,1.2,D,1.4,,L,10.2,0.9,D,3.7,0.2,D,11.2,0.8,D,16.3,0.5,D,10.2,0.2,D,3.8,0.3,D,2.8,0.4,D,2.6,,L
7720.21,7720,,,R,,,R,,,R,6.6,1.4,D,5.3,,L,3.3,,L,23.1,1.6,D,11.6,1.7,D,8.4,1.1,D,7.2,1.6,D,5.8,,L,,,R,,,R,11.1,2.8,D,10.2,1.4,D,22,2.5,D,4.2,,L,4.6,,L,19.4,0.8,D,20.4,2,D,22.6,2.1,D,26.5,2.2,D,6.8,1.3,D,7.8,1.7,D,,,R
7721.98,7721,18.4,0.8,D,,,R,,,R,7.5,0.4,D,2.7,0.3,D,,,R,9.1,0.3,D,6.7,,L,2.1,,L,1.4,,L,16.6,0.8,D,8.8,1.4,D,,,R,3.9,,L,25,1.1,D,20.4,0.7,D,9.1,0.7,C,27.2,0.9,D,14.7,0.4,D,13.8,0.6,D,46.9,0.7,D,41,0.6,D,18.4,0.6,C,11.2,0.5,C,13.5,0.3,D
7822.88,7822,5.3,,L,6.2,,L,13.8,0.8,C,3.7,,L,4.2,0.6,D,4.8,,L,3.7,0.8,D,5.8,,L,4.9,0.5,D,6,0.5,D,8.1,1.1,D,3.1,,L,5.2,,L,15.5,1.8,C,3.9,,L,17.2,1.8,D,1.1,,L,15.2,0.7,D,4.3,0.7,D,5.8,,L,3.6,,L,14.7,0.9,D,4.5,0.5,D,3.1,,L,3.7,,L
7827.79,7827,6.9,,L,8.9,,L,3.5,,L,3.1,,L,1.2,0.2,D,3.1,,L,3.5,,L,9.4,,L,2.3,,L,2.1,,L,5.8,1,D,12.9,,L,2.1,,L,5.4,,L,4.1,,L,5.6,1.3,D,2.9,,L,9.2,1,D,2.9,,L,13,,L,4.4,0.4,D,2.4,,L,3.3,,L,2.3,,L,4.2,,L
7829.14,7829,3.2,,L,2.7,,L,2.4,,L,1.3,,L,1.1,,L,3.3,,L,3.1,,L,6.3,,L,2.1,,L,1.8,,L,3.3,,L,4.4,,L,3.8,0.2,D,6.2,,L,,,R,2.2,,L,3,0.6,D,2.3,,L,3.5,0.5,D,6,,L,8.3,0.6,D,1.7,,L,2.5,,L,7.2,0.6,D,1.6,,L
7832.88,7832,21,0.3,D,5.6,,L,7.9,0.6,C,9.3,0.4,D,2.3,0.3,D,8.2,0.4,D,5.1,0.7,D,2.3,,L,0.9,,L,1,,L,14.2,0.2,D,,,R,14.1,1.1,D,18.6,1.4,C,32.1,0.8,D,35.5,1.1,D,7.1,0.2,C,36.7,1.1,D,9.5,0.4,D,26.2,0.8,D,30.9,0.2,D,35.3,1,D,12,0.2,D,13.7,0.5,D,17.7,1.3,D
7840.76,7840,5.4,1.1,D,8.9,,L,12.7,0.8,C,2.1,,L,1.8,,L,3,,L,3.4,,L,,,R,4.6,,L,3.6,,L,6.7,1.4,D,,,R,2,,L,11.3,,L,3.6,,L,24.1,2.3,D,3.7,,L,21.9,1.5,D,1.8,,L,31,2.7,D,12.4,1.2,D,26.7,1.2,D,2.8,,L,,,R,10.5,0.9,D
7862.43,7862,6.5,0.4,D,3.6,,L,1.9,,L,2,0.2,D,1.8,,L,3.1,,L,2.8,,L,5,,L,0.9,,L,1.8,,L,7.1,1,D,3.4,,L,2.3,,L,4.3,,L,7.6,0.4,D,8.3,0.4,D,1.3,,L,13.8,0.8,D,2.7,,L,3.3,,L,9.8,0.5,D,9.1,0.7,D,4.2,0.4,D,3.8,0.4,D,3.3,0.5,D
7935.1,7935,11.3,1.4,D,13.2,,L,3.8,,L,2.8,,L,4.3,0.8,D,4.1,,L,4.9,,L,8.8,,L,3.9,,L,3.7,,L,4.9,,L,,,R,2.8,0.7,D,13.9,,L,13.7,0.8,D,39.2,3,D,5.6,1.2,D,16.3,1.2,D,10,1.2,D,31,2.8,D,14,1.5,D,38,2.2,D,6.4,1,D,4.3,1.2,D,5.6,0.4,D
7971.42,7971,6.8,,L,22.4,,L,4.8,,L,4.3,,L,,,R,8.5,,L,18.9,,L,20.2,,L,2.4,,L,6.4,,L,31,2.1,D,14,,L,4.2,,L,9.3,,L,12.7,1.5,D,23.7,3.4,D,4.3,1.2,D,48.4,1.8,D,11,2.6,D,5.5,,L,5,,L,,,R,7.4,0.6,D,8.8,,L,5.7,,L
8001.17,8001,4.5,,L,5.5,,L,7.4,1.5,D,3.3,,L,5,,L,4,,L,3.4,,L,5.5,,L,2.5,,L,4.4,,L,3.1,,L,,,R,3.2,,L,7.6,2.1,D,2,,L,27.7,3.2,D,3.3,,L,17.8,2.5,D,4.5,,L,13.1,3.1,D,4.9,,L,7.1,,L,1.2,,L,3,,L,3.9,,L
8026.23,8026,26.2,0.9,D,4.7,,L,4.3,0.5,D,10.4,0.3,D,1.4,,L,3.5,,L,9.1,0.3,D,4.9,,L,1.8,,L,2,,L,12.9,0.4,D,17.1,0.8,C,2.6,0.4,D,3.1,,L,34.8,0.3,D,38.2,0.9,D,4.8,0.2,D,44.3,0.7,D,19.9,0.4,D,26,0.6,D,43.9,1.4,D,41.5,1,D,12.8,0.4,D,14.7,1.3,D,15.2,0.8,D
8037.4,8037,29.2,3.5,D,19.8,,L,,,R,7.2,,L,20.8,2.5,D,11,,L,8.6,,L,47.1,,L,5.9,,L,9.1,,L,40.7,3.4,D,,,R,5.7,,L,,,R,196.7,2.1,D,69.8,10.6,D,7.4,,L,147.7,3,D,24.7,3.2,D,68,17.6,D,48,2.6,D,147.8,6.2,D,9.8,1.6,D,32.1,1.9,D,37,2.1,D
8040.91,8040,3.4,,L,13.8,,L,6.8,,L,4.2,,L,4.7,,L,7,,L,8.1,,L,14.3,,L,2.3,,L,5,,L,8.6,2,D,,,R,5.1,,L,10.7,,L,71.5,1.6,D,26.6,6.3,D,6.7,,L,39.6,1.2,D,3.7,,L,16.3,1.2,D,9.9,1.2,D,56.1,2.6,D,2.3,,L,10.1,1,D,9.9,1,D
8154.21,8154,19.7,,L,,,R,85.5,6.2,C,10.4,,L,34.6,4.3,D,28.4,,L,46.4,8.7,D,,,R,48.1,4.5,D,35.6,4.6,C,,,R,,,R,23.3,,L,,,R,201,6.4,D,,,R,31.8,,L,77.1,3.4,D,,,R,281.8,16.4,C,22.9,,L,211.4,10.8,D,20,,L,,,R,21.2,,L
8439.43,8439,27,0.9,D,17.8,2.8,D,6.7,0.8,D,9.1,1,D,2.7,,L,5.8,,L,19.6,1.2,D,27.3,3.5,D,,,R,,,R,22.4,1.8,D,16.6,3.1,D,7.4,1,D,11.5,,L,44,0.7,D,42.1,2.5,D,1.9,,L,54,2.2,D,,,R,18.6,2.1,D,43.6,2.9,D,46.1,1.6,D,23.2,1.4,D,12.5,1.6,D,11,1.1,D
8620.18,8620,145,7.1,D,45.1,,L,14.9,,L,86.3,3.3,D,11.8,,L,19.4,,L,120.9,7.2,D,,,R,79.3,13.6,D,55,5,D,118.9,4.7,D,170.9,,L,,,R,54.7,,L,182.5,8.5,D,237.6,11,D,27.3,,L,535.9,10.1,D,,,R,145.5,5.5,D,384.2,9.3,D,519.1,12,D,,,R,,,R,224.5,2.1,D
8763.72,8763,13,1,D,,,R,,,R,,,R,2.4,,L,2,,L,2.8,,L,7,,L,2.1,,L,,,R,4,0.7,D,,,R,,,R,6.6,,L,10.9,1.3,C,28.3,2.1,D,,,R,21.1,1.3,D,,,R,20.4,1.6,D,,,R,,,R,,,R,,,R,,,R
